iter	Passed	Remaining
879	10036	1368
880	10048	1357
881	10058	1345
882	10067	1333
883	10077	1322
884	10086	1310
885	10098	1299
886	10107	1287
887	10117	1276
888	10126	1264
889	10135	1252
890	10145	1241
891	10154	1229
892	10163	1217
893	10173	1206
894	10182	1194
895	10191	1182
896	10201	1171
897	10212	1160
898	10224	1148
899	10234	1137
900	10243	1125
901	10255	1114
902	10264	1102
903	10273	1090
904	10282	1079
905	10292	1067
906	10301	1056
907	10310	1044
908	10320	1033
909	10329	1021
910	10339	1010
911	10348	998
912	10358	987
913	10367	975
914	10377	964
915	10386	952
916	10395	940
917	10405	929
918	10414	917
919	10424	906
920	10433	894
921	10442	883
922	10454	872
923	10466	860
924	10476	849
925	10485	837
926	10495	826
927	10507	815
928	10516	803
929	10526	792
930	10535	780
931	10545	769
932	10554	757
933	10564	746
934	10574	735
935	10583	723
936	10593	712
937	10603	700
938	10613	689
939	10623	678
940	10633	666
941	10642	655
942	10655	644
943	10665	632
944	10675	621
945	10684	609
946	10694	598
947	10703	587
948	10713	575
949	10723	564
950	10736	553
951	10747	541
952	10760	530
953	10769	519
954	10781	508
955	10793	496
956	10803	485
957	10812	474
958	10822	462
959	10832	451
960	10842	440
961	10852	428
962	10861	417
963	10870	405
964	10880	394
965	10889	383
966	10899	371
967	10908	360
968	10918	349
969	10927	337
970	10937	326
971	10946	315
972	10958	304
973	10967	292
974	10977	281
975	10986	270
976	10996	258
977	11005	247
978	11015	236
979	11024	224
980	11033	213
981	11043	202
982	11053	191
983	11065	179
984	11074	168
985	11084	157
986	11094	146
987	11103	134
988	11113	123
989	11125	112
990	11135	101
991	11145	89
992	11154	78
993	11164	67
994	11173	56
995	11183	44
996	11192	33
997	11202	22
998	11212	11
999	11221	0
